
test bypass  ,  select =  000  ,  SO = 0  ,  UO = 0  ,  a[3:0] --> Y[3:0]

   a    |   b     |  Y     S_O  U_O
 1100   | 1001    | 1011    0    0  ~~~~   -4 - 1 =  -5   <*>    12 - 1 =  11
 1100   | 1010    | 1011    0    0  ~~~~   -4 - 1 =  -5   <*>    12 - 1 =  11
 1100   | 1011    | 1011    0    0  ~~~~   -4 - 1 =  -5   <*>    12 - 1 =  11
 1100   | 1100    | 1011    0    0  ~~~~   -4 - 1 =  -5   <*>    12 - 1 =  11
 1100   | 1101    | 1011    0    0  ~~~~   -4 - 1 =  -5   <*>    12 - 1 =  11
 1100   | 1110    | 1011    0    0  ~~~~   -4 - 1 =  -5   <*>    12 - 1 =  11
 1100   | 1111    | 1011    0    0  ~~~~   -4 - 1 =  -5   <*>    12 - 1 =  11
-----------------------------------
 1101   | 0000    | 1100    0    0  ~~~~   -3 - 1 =  -4   <*>    13 - 1 =  12
 1101   | 0001    | 1100    0    0  ~~~~   -3 - 1 =  -4   <*>    13 - 1 =  12
 1101   | 0010    | 1100    0    0  ~~~~   -3 - 1 =  -4   <*>    13 - 1 =  12
 1101   | 0011    | 1100    0    0  ~~~~   -3 - 1 =  -4   <*>    13 - 1 =  12
 1101   | 0100    | 1100    0    0  ~~~~   -3 - 1 =  -4   <*>    13 - 1 =  12
 1101   | 0101    | 1100    0    0  ~~~~   -3 - 1 =  -4   <*>    13 - 1 =  12
 1101   | 0110    | 1100    0    0  ~~~~   -3 - 1 =  -4   <*>    13 - 1 =  12
 1101   | 0111    | 1100    0    0  ~~~~   -3 - 1 =  -4   <*>    13 - 1 =  12
 1101   | 1000    | 1100    0    0  ~~~~   -3 - 1 =  -4   <*>    13 - 1 =  12
 1101   | 1001    | 1100    0    0  ~~~~   -3 - 1 =  -4   <*>    13 - 1 =  12
 1101   | 1010    | 1100    0    0  ~~~~   -3 - 1 =  -4   <*>    13 - 1 =  12
 1101   | 1011    | 1100    0    0  ~~~~   -3 - 1 =  -4   <*>    13 - 1 =  12
 1101   | 1100    | 1100    0    0  ~~~~   -3 - 1 =  -4   <*>    13 - 1 =  12
 1101   | 1101    | 1100    0    0  ~~~~   -3 - 1 =  -4   <*>    13 - 1 =  12
 1101   | 1110    | 1100    0    0  ~~~~   -3 - 1 =  -4   <*>    13 - 1 =  12
 1101   | 1111    | 1100    0    0  ~~~~   -3 - 1 =  -4   <*>    13 - 1 =  12
-----------------------------------
 1110   | 0000    | 1101    0    0  ~~~~   -2 - 1 =  -3   <*>    14 - 1 =  13
 1110   | 0001    | 1101    0    0  ~~~~   -2 - 1 =  -3   <*>    14 - 1 =  13
 1110   | 0010    | 1101    0    0  ~~~~   -2 - 1 =  -3   <*>    14 - 1 =  13
 1110   | 0011    | 1101    0    0  ~~~~   -2 - 1 =  -3   <*>    14 - 1 =  13
 1110   | 0100    | 1101    0    0  ~~~~   -2 - 1 =  -3   <*>    14 - 1 =  13
 1110   | 0101    | 1101    0    0  ~~~~   -2 - 1 =  -3   <*>    14 - 1 =  13
 1110   | 0110    | 1101    0    0  ~~~~   -2 - 1 =  -3   <*>    14 - 1 =  13
 1110   | 0111    | 1101    0    0  ~~~~   -2 - 1 =  -3   <*>    14 - 1 =  13
 1110   | 1000    | 1101    0    0  ~~~~   -2 - 1 =  -3   <*>    14 - 1 =  13
 1110   | 1001    | 1101    0    0  ~~~~   -2 - 1 =  -3   <*>    14 - 1 =  13
 1110   | 1010    | 1101    0    0  ~~~~   -2 - 1 =  -3   <*>    14 - 1 =  13
 1110   | 1011    | 1101    0    0  ~~~~   -2 - 1 =  -3   <*>    14 - 1 =  13
 1110   | 1100    | 1101    0    0  ~~~~   -2 - 1 =  -3   <*>    14 - 1 =  13
 1110   | 1101    | 1101    0    0  ~~~~   -2 - 1 =  -3   <*>    14 - 1 =  13
 1110   | 1110    | 1101    0    0  ~~~~   -2 - 1 =  -3   <*>    14 - 1 =  13
 1110   | 1111    | 1101    0    0  ~~~~   -2 - 1 =  -3   <*>    14 - 1 =  13
-----------------------------------
 1111   | 0000    | 1110    0    0  ~~~~   -1 - 1 =  -2   <*>    15 - 1 =  14
 1111   | 0001    | 1110    0    0  ~~~~   -1 - 1 =  -2   <*>    15 - 1 =  14
 1111   | 0010    | 1110    0    0  ~~~~   -1 - 1 =  -2   <*>    15 - 1 =  14
 1111   | 0011    | 1110    0    0  ~~~~   -1 - 1 =  -2   <*>    15 - 1 =  14
 1111   | 0100    | 1110    0    0  ~~~~   -1 - 1 =  -2   <*>    15 - 1 =  14
 1111   | 0101    | 1110    0    0  ~~~~   -1 - 1 =  -2   <*>    15 - 1 =  14
 1111   | 0110    | 1110    0    0  ~~~~   -1 - 1 =  -2   <*>    15 - 1 =  14
 1111   | 0111    | 1110    0    0  ~~~~   -1 - 1 =  -2   <*>    15 - 1 =  14
 1111   | 1000    | 1110    0    0  ~~~~   -1 - 1 =  -2   <*>    15 - 1 =  14
 1111   | 1001    | 1110    0    0  ~~~~   -1 - 1 =  -2   <*>    15 - 1 =  14
 1111   | 1010    | 1110    0    0  ~~~~   -1 - 1 =  -2   <*>    15 - 1 =  14
 1111   | 1011    | 1110    0    0  ~~~~   -1 - 1 =  -2   <*>    15 - 1 =  14
 1111   | 1100    | 1110    0    0  ~~~~   -1 - 1 =  -2   <*>    15 - 1 =  14
 1111   | 1101    | 1110    0    0  ~~~~   -1 - 1 =  -2   <*>    15 - 1 =  14
 1111   | 1110    | 1110    0    0  ~~~~   -1 - 1 =  -2   <*>    15 - 1 =  14
 1111   | 1111    | 1110    0    0  ~~~~   -1 - 1 =  -2   <*>    15 - 1 =  14
-----------------------------------


************************************************************************************
************************************************************************************



		 ~ ~ ~ TEST COMPLETE ~ ~ ~
