
test bypass  ,  select =  000  ,  SO = 0  ,  UO = 0  ,  a[3:0] --> Y[3:0]

   a    |   b     |  Y     S_O  U_O
 1000   | 1010    | 0010    1    1  ~~~~   -8 +  -6 = -14   <*>     8 +  10 =  18
 1000   | 1011    | 0011    1    1  ~~~~   -8 +  -5 = -13   <*>     8 +  11 =  19
 1000   | 1100    | 0100    1    1  ~~~~   -8 +  -4 = -12   <*>     8 +  12 =  20
 1000   | 1101    | 0101    1    1  ~~~~   -8 +  -3 = -11   <*>     8 +  13 =  21
 1000   | 1110    | 0110    1    1  ~~~~   -8 +  -2 = -10   <*>     8 +  14 =  22
 1000   | 1111    | 0111    1    1  ~~~~   -8 +  -1 =  -9   <*>     8 +  15 =  23
-----------------------------------
 1001   | 0000    | 1001    0    0  ~~~~   -7 +   0 =  -7   <*>     9 +   0 =   9
 1001   | 0001    | 1010    0    0  ~~~~   -7 +   1 =  -6   <*>     9 +   1 =  10
 1001   | 0010    | 1011    0    0  ~~~~   -7 +   2 =  -5   <*>     9 +   2 =  11
 1001   | 0011    | 1100    0    0  ~~~~   -7 +   3 =  -4   <*>     9 +   3 =  12
 1001   | 0100    | 1101    0    0  ~~~~   -7 +   4 =  -3   <*>     9 +   4 =  13
 1001   | 0101    | 1110    0    0  ~~~~   -7 +   5 =  -2   <*>     9 +   5 =  14
 1001   | 0110    | 1111    0    0  ~~~~   -7 +   6 =  -1   <*>     9 +   6 =  15
 1001   | 0111    | 0000    0    1  ~~~~   -7 +   7 =   0   <*>     9 +   7 =  16
 1001   | 1000    | 0001    1    1  ~~~~   -7 +  -8 = -15   <*>     9 +   8 =  17
 1001   | 1001    | 0010    1    1  ~~~~   -7 +  -7 = -14   <*>     9 +   9 =  18
 1001   | 1010    | 0011    1    1  ~~~~   -7 +  -6 = -13   <*>     9 +  10 =  19
 1001   | 1011    | 0100    1    1  ~~~~   -7 +  -5 = -12   <*>     9 +  11 =  20
 1001   | 1100    | 0101    1    1  ~~~~   -7 +  -4 = -11   <*>     9 +  12 =  21
 1001   | 1101    | 0110    1    1  ~~~~   -7 +  -3 = -10   <*>     9 +  13 =  22
 1001   | 1110    | 0111    1    1  ~~~~   -7 +  -2 =  -9   <*>     9 +  14 =  23
 1001   | 1111    | 1000    0    1  ~~~~   -7 +  -1 =  -8   <*>     9 +  15 =  24
-----------------------------------
 1010   | 0000    | 1010    0    0  ~~~~   -6 +   0 =  -6   <*>    10 +   0 =  10
 1010   | 0001    | 1011    0    0  ~~~~   -6 +   1 =  -5   <*>    10 +   1 =  11
 1010   | 0010    | 1100    0    0  ~~~~   -6 +   2 =  -4   <*>    10 +   2 =  12
 1010   | 0011    | 1101    0    0  ~~~~   -6 +   3 =  -3   <*>    10 +   3 =  13
 1010   | 0100    | 1110    0    0  ~~~~   -6 +   4 =  -2   <*>    10 +   4 =  14
 1010   | 0101    | 1111    0    0  ~~~~   -6 +   5 =  -1   <*>    10 +   5 =  15
 1010   | 0110    | 0000    0    1  ~~~~   -6 +   6 =   0   <*>    10 +   6 =  16
 1010   | 0111    | 0001    0    1  ~~~~   -6 +   7 =   1   <*>    10 +   7 =  17
 1010   | 1000    | 0010    1    1  ~~~~   -6 +  -8 = -14   <*>    10 +   8 =  18
 1010   | 1001    | 0011    1    1  ~~~~   -6 +  -7 = -13   <*>    10 +   9 =  19
 1010   | 1010    | 0100    1    1  ~~~~   -6 +  -6 = -12   <*>    10 +  10 =  20
 1010   | 1011    | 0101    1    1  ~~~~   -6 +  -5 = -11   <*>    10 +  11 =  21
 1010   | 1100    | 0110    1    1  ~~~~   -6 +  -4 = -10   <*>    10 +  12 =  22
 1010   | 1101    | 0111    1    1  ~~~~   -6 +  -3 =  -9   <*>    10 +  13 =  23
 1010   | 1110    | 1000    0    1  ~~~~   -6 +  -2 =  -8   <*>    10 +  14 =  24
 1010   | 1111    | 1001    0    1  ~~~~   -6 +  -1 =  -7   <*>    10 +  15 =  25
-----------------------------------
 1011   | 0000    | 1011    0    0  ~~~~   -5 +   0 =  -5   <*>    11 +   0 =  11
 1011   | 0001    | 1100    0    0  ~~~~   -5 +   1 =  -4   <*>    11 +   1 =  12
 1011   | 0010    | 1101    0    0  ~~~~   -5 +   2 =  -3   <*>    11 +   2 =  13
 1011   | 0011    | 1110    0    0  ~~~~   -5 +   3 =  -2   <*>    11 +   3 =  14
 1011   | 0100    | 1111    0    0  ~~~~   -5 +   4 =  -1   <*>    11 +   4 =  15
 1011   | 0101    | 0000    0    1  ~~~~   -5 +   5 =   0   <*>    11 +   5 =  16
 1011   | 0110    | 0001    0    1  ~~~~   -5 +   6 =   1   <*>    11 +   6 =  17
 1011   | 0111    | 0010    0    1  ~~~~   -5 +   7 =   2   <*>    11 +   7 =  18
 1011   | 1000    | 0011    1    1  ~~~~   -5 +  -8 = -13   <*>    11 +   8 =  19
 1011   | 1001    | 0100    1    1  ~~~~   -5 +  -7 = -12   <*>    11 +   9 =  20
 1011   | 1010    | 0101    1    1  ~~~~   -5 +  -6 = -11   <*>    11 +  10 =  21
 1011   | 1011    | 0110    1    1  ~~~~   -5 +  -5 = -10   <*>    11 +  11 =  22
 1011   | 1100    | 0111    1    1  ~~~~   -5 +  -4 =  -9   <*>    11 +  12 =  23
 1011   | 1101    | 1000    0    1  ~~~~   -5 +  -3 =  -8   <*>    11 +  13 =  24
 1011   | 1110    | 1001    0    1  ~~~~   -5 +  -2 =  -7   <*>    11 +  14 =  25
 1011   | 1111    | 1010    0    1  ~~~~   -5 +  -1 =  -6   <*>    11 +  15 =  26
-----------------------------------
 1100   | 0000    | 1100    0    0  ~~~~   -4 +   0 =  -4   <*>    12 +   0 =  12
 1100   | 0001    | 1101    0    0  ~~~~   -4 +   1 =  -3   <*>    12 +   1 =  13
 1100   | 0010    | 1110    0    0  ~~~~   -4 +   2 =  -2   <*>    12 +   2 =  14
 1100   | 0011    | 1111    0    0  ~~~~   -4 +   3 =  -1   <*>    12 +   3 =  15
 1100   | 0100    | 0000    0    1  ~~~~   -4 +   4 =   0   <*>    12 +   4 =  16
 1100   | 0101    | 0001    0    1  ~~~~   -4 +   5 =   1   <*>    12 +   5 =  17
 1100   | 0110    | 0010    0    1  ~~~~   -4 +   6 =   2   <*>    12 +   6 =  18
 1100   | 0111    | 0011    0    1  ~~~~   -4 +   7 =   3   <*>    12 +   7 =  19
 1100   | 1000    | 0100    1    1  ~~~~   -4 +  -8 = -12   <*>    12 +   8 =  20
 1100   | 1001    | 0101    1    1  ~~~~   -4 +  -7 = -11   <*>    12 +   9 =  21
 1100   | 1010    | 0110    1    1  ~~~~   -4 +  -6 = -10   <*>    12 +  10 =  22
 1100   | 1011    | 0111    1    1  ~~~~   -4 +  -5 =  -9   <*>    12 +  11 =  23
 1100   | 1100    | 1000    0    1  ~~~~   -4 +  -4 =  -8   <*>    12 +  12 =  24
 1100   | 1101    | 1001    0    1  ~~~~   -4 +  -3 =  -7   <*>    12 +  13 =  25
 1100   | 1110    | 1010    0    1  ~~~~   -4 +  -2 =  -6   <*>    12 +  14 =  26
 1100   | 1111    | 1011    0    1  ~~~~   -4 +  -1 =  -5   <*>    12 +  15 =  27
-----------------------------------
 1101   | 0000    | 1101    0    0  ~~~~   -3 +   0 =  -3   <*>    13 +   0 =  13
 1101   | 0001    | 1110    0    0  ~~~~   -3 +   1 =  -2   <*>    13 +   1 =  14
 1101   | 0010    | 1111    0    0  ~~~~   -3 +   2 =  -1   <*>    13 +   2 =  15
 1101   | 0011    | 0000    0    1  ~~~~   -3 +   3 =   0   <*>    13 +   3 =  16
 1101   | 0100    | 0001    0    1  ~~~~   -3 +   4 =   1   <*>    13 +   4 =  17
 1101   | 0101    | 0010    0    1  ~~~~   -3 +   5 =   2   <*>    13 +   5 =  18
 1101   | 0110    | 0011    0    1  ~~~~   -3 +   6 =   3   <*>    13 +   6 =  19
 1101   | 0111    | 0100    0    1  ~~~~   -3 +   7 =   4   <*>    13 +   7 =  20
 1101   | 1000    | 0101    1    1  ~~~~   -3 +  -8 = -11   <*>    13 +   8 =  21
 1101   | 1001    | 0110    1    1  ~~~~   -3 +  -7 = -10   <*>    13 +   9 =  22
 1101   | 1010    | 0111    1    1  ~~~~   -3 +  -6 =  -9   <*>    13 +  10 =  23
 1101   | 1011    | 1000    0    1  ~~~~   -3 +  -5 =  -8   <*>    13 +  11 =  24
 1101   | 1100    | 1001    0    1  ~~~~   -3 +  -4 =  -7   <*>    13 +  12 =  25
 1101   | 1101    | 1010    0    1  ~~~~   -3 +  -3 =  -6   <*>    13 +  13 =  26
 1101   | 1110    | 1011    0    1  ~~~~   -3 +  -2 =  -5   <*>    13 +  14 =  27
 1101   | 1111    | 1100    0    1  ~~~~   -3 +  -1 =  -4   <*>    13 +  15 =  28
-----------------------------------
 1110   | 0000    | 1110    0    0  ~~~~   -2 +   0 =  -2   <*>    14 +   0 =  14
 1110   | 0001    | 1111    0    0  ~~~~   -2 +   1 =  -1   <*>    14 +   1 =  15
 1110   | 0010    | 0000    0    1  ~~~~   -2 +   2 =   0   <*>    14 +   2 =  16
 1110   | 0011    | 0001    0    1  ~~~~   -2 +   3 =   1   <*>    14 +   3 =  17
 1110   | 0100    | 0010    0    1  ~~~~   -2 +   4 =   2   <*>    14 +   4 =  18
 1110   | 0101    | 0011    0    1  ~~~~   -2 +   5 =   3   <*>    14 +   5 =  19
 1110   | 0110    | 0100    0    1  ~~~~   -2 +   6 =   4   <*>    14 +   6 =  20
 1110   | 0111    | 0101    0    1  ~~~~   -2 +   7 =   5   <*>    14 +   7 =  21
 1110   | 1000    | 0110    1    1  ~~~~   -2 +  -8 = -10   <*>    14 +   8 =  22
 1110   | 1001    | 0111    1    1  ~~~~   -2 +  -7 =  -9   <*>    14 +   9 =  23
 1110   | 1010    | 1000    0    1  ~~~~   -2 +  -6 =  -8   <*>    14 +  10 =  24
 1110   | 1011    | 1001    0    1  ~~~~   -2 +  -5 =  -7   <*>    14 +  11 =  25
 1110   | 1100    | 1010    0    1  ~~~~   -2 +  -4 =  -6   <*>    14 +  12 =  26
 1110   | 1101    | 1011    0    1  ~~~~   -2 +  -3 =  -5   <*>    14 +  13 =  27
 1110   | 1110    | 1100    0    1  ~~~~   -2 +  -2 =  -4   <*>    14 +  14 =  28
 1110   | 1111    | 1101    0    1  ~~~~   -2 +  -1 =  -3   <*>    14 +  15 =  29
-----------------------------------
 1111   | 0000    | 1111    0    0  ~~~~   -1 +   0 =  -1   <*>    15 +   0 =  15
 1111   | 0001    | 0000    0    1  ~~~~   -1 +   1 =   0   <*>    15 +   1 =  16
 1111   | 0010    | 0001    0    1  ~~~~   -1 +   2 =   1   <*>    15 +   2 =  17
 1111   | 0011    | 0010    0    1  ~~~~   -1 +   3 =   2   <*>    15 +   3 =  18
 1111   | 0100    | 0011    0    1  ~~~~   -1 +   4 =   3   <*>    15 +   4 =  19
 1111   | 0101    | 0100    0    1  ~~~~   -1 +   5 =   4   <*>    15 +   5 =  20
 1111   | 0110    | 0101    0    1  ~~~~   -1 +   6 =   5   <*>    15 +   6 =  21
 1111   | 0111    | 0110    0    1  ~~~~   -1 +   7 =   6   <*>    15 +   7 =  22
 1111   | 1000    | 0111    1    1  ~~~~   -1 +  -8 =  -9   <*>    15 +   8 =  23
 1111   | 1001    | 1000    0    1  ~~~~   -1 +  -7 =  -8   <*>    15 +   9 =  24
 1111   | 1010    | 1001    0    1  ~~~~   -1 +  -6 =  -7   <*>    15 +  10 =  25
 1111   | 1011    | 1010    0    1  ~~~~   -1 +  -5 =  -6   <*>    15 +  11 =  26
 1111   | 1100    | 1011    0    1  ~~~~   -1 +  -4 =  -5   <*>    15 +  12 =  27
 1111   | 1101    | 1100    0    1  ~~~~   -1 +  -3 =  -4   <*>    15 +  13 =  28
 1111   | 1110    | 1101    0    1  ~~~~   -1 +  -2 =  -3   <*>    15 +  14 =  29
 1111   | 1111    | 1110    0    1  ~~~~   -1 +  -1 =  -2   <*>    15 +  15 =  30
-----------------------------------


************************************************************************************
************************************************************************************


test subtract  ,  select =  101  ,  a[3:0] - b[3:0] --> Y[3:0]

   a    |   b     |  Y     S_O  U_O
-----------------------------------
 0000   | 0000    | 0000    0    0  ~~~~    0 -   0 =   0   <*>     0 -   0 =   0
 0000   | 0001    | 1111    0    1  ~~~~    0 -   1 =  -1   <*>     0 -   1 =  -1
 0000   | 0010    | 1110    0    1  ~~~~    0 -   2 =  -2   <*>     0 -   2 =  -2
 0000   | 0011    | 1101    0    1  ~~~~    0 -   3 =  -3   <*>     0 -   3 =  -3
 0000   | 0100    | 1100    0    1  ~~~~    0 -   4 =  -4   <*>     0 -   4 =  -4
 0000   | 0101    | 1011    0    1  ~~~~    0 -   5 =  -5   <*>     0 -   5 =  -5
 0000   | 0110    | 1010    0    1  ~~~~    0 -   6 =  -6   <*>     0 -   6 =  -6
 0000   | 0111    | 1001    0    1  ~~~~    0 -   7 =  -7   <*>     0 -   7 =  -7
 0000   | 1000    | 1000    1    1  ~~~~    0 -  -8 =   8   <*>     0 -   8 =  -8
 0000   | 1001    | 0111    0    1  ~~~~    0 -  -7 =   7   <*>     0 -   9 =  -9
 0000   | 1010    | 0110    0    1  ~~~~    0 -  -6 =   6   <*>     0 -  10 = -10
 0000   | 1011    | 0101    0    1  ~~~~    0 -  -5 =   5   <*>     0 -  11 = -11
 0000   | 1100    | 0100    0    1  ~~~~    0 -  -4 =   4   <*>     0 -  12 = -12
 0000   | 1101    | 0011    0    1  ~~~~    0 -  -3 =   3   <*>     0 -  13 = -13
 0000   | 1110    | 0010    0    1  ~~~~    0 -  -2 =   2   <*>     0 -  14 = -14
 0000   | 1111    | 0001    0    1  ~~~~    0 -  -1 =   1   <*>     0 -  15 = -15
-----------------------------------
 0001   | 0000    | 0001    0    0  ~~~~    1 -   0 =   1   <*>     1 -   0 =   1
 0001   | 0001    | 0000    0    0  ~~~~    1 -   1 =   0   <*>     1 -   1 =   0
 0001   | 0010    | 1111    0    1  ~~~~    1 -   2 =  -1   <*>     1 -   2 =  -1
 0001   | 0011    | 1110    0    1  ~~~~    1 -   3 =  -2   <*>     1 -   3 =  -2
 0001   | 0100    | 1101    0    1  ~~~~    1 -   4 =  -3   <*>     1 -   4 =  -3
 0001   | 0101    | 1100    0    1  ~~~~    1 -   5 =  -4   <*>     1 -   5 =  -4
 0001   | 0110    | 1011    0    1  ~~~~    1 -   6 =  -5   <*>     1 -   6 =  -5
 0001   | 0111    | 1010    0    1  ~~~~    1 -   7 =  -6   <*>     1 -   7 =  -6
 0001   | 1000    | 1001    1    1  ~~~~    1 -  -8 =   9   <*>     1 -   8 =  -7
 0001   | 1001    | 1000    1    1  ~~~~    1 -  -7 =   8   <*>     1 -   9 =  -8
 0001   | 1010    | 0111    0    1  ~~~~    1 -  -6 =   7   <*>     1 -  10 =  -9
 0001   | 1011    | 0110    0    1  ~~~~    1 -  -5 =   6   <*>     1 -  11 = -10
 0001   | 1100    | 0101    0    1  ~~~~    1 -  -4 =   5   <*>     1 -  12 = -11
 0001   | 1101    | 0100    0    1  ~~~~    1 -  -3 =   4   <*>     1 -  13 = -12
 0001   | 1110    | 0011    0    1  ~~~~    1 -  -2 =   3   <*>     1 -  14 = -13
 0001   | 1111    | 0010    0    1  ~~~~    1 -  -1 =   2   <*>     1 -  15 = -14
-----------------------------------
 0010   | 0000    | 0010    0    0  ~~~~    2 -   0 =   2   <*>     2 -   0 =   2
 0010   | 0001    | 0001    0    0  ~~~~    2 -   1 =   1   <*>     2 -   1 =   1
 0010   | 0010    | 0000    0    0  ~~~~    2 -   2 =   0   <*>     2 -   2 =   0
 0010   | 0011    | 1111    0    1  ~~~~    2 -   3 =  -1   <*>     2 -   3 =  -1
 0010   | 0100    | 1110    0    1  ~~~~    2 -   4 =  -2   <*>     2 -   4 =  -2
 0010   | 0101    | 1101    0    1  ~~~~    2 -   5 =  -3   <*>     2 -   5 =  -3
 0010   | 0110    | 1100    0    1  ~~~~    2 -   6 =  -4   <*>     2 -   6 =  -4
 0010   | 0111    | 1011    0    1  ~~~~    2 -   7 =  -5   <*>     2 -   7 =  -5
 0010   | 1000    | 1010    1    1  ~~~~    2 -  -8 =  10   <*>     2 -   8 =  -6
 0010   | 1001    | 1001    1    1  ~~~~    2 -  -7 =   9   <*>     2 -   9 =  -7
 0010   | 1010    | 1000    1    1  ~~~~    2 -  -6 =   8   <*>     2 -  10 =  -8
 0010   | 1011    | 0111    0    1  ~~~~    2 -  -5 =   7   <*>     2 -  11 =  -9
 0010   | 1100    | 0110    0    1  ~~~~    2 -  -4 =   6   <*>     2 -  12 = -10
 0010   | 1101    | 0101    0    1  ~~~~    2 -  -3 =   5   <*>     2 -  13 = -11
 0010   | 1110    | 0100    0    1  ~~~~    2 -  -2 =   4   <*>     2 -  14 = -12
 0010   | 1111    | 0011    0    1  ~~~~    2 -  -1 =   3   <*>     2 -  15 = -13
-----------------------------------
 0011   | 0000    | 0011    0    0  ~~~~    3 -   0 =   3   <*>     3 -   0 =   3
 0011   | 0001    | 0010    0    0  ~~~~    3 -   1 =   2   <*>     3 -   1 =   2
 0011   | 0010    | 0001    0    0  ~~~~    3 -   2 =   1   <*>     3 -   2 =   1
 0011   | 0011    | 0000    0    0  ~~~~    3 -   3 =   0   <*>     3 -   3 =   0
 0011   | 0100    | 1111    0    1  ~~~~    3 -   4 =  -1   <*>     3 -   4 =  -1
 0011   | 0101    | 1110    0    1  ~~~~    3 -   5 =  -2   <*>     3 -   5 =  -2
 0011   | 0110    | 1101    0    1  ~~~~    3 -   6 =  -3   <*>     3 -   6 =  -3
 0011   | 0111    | 1100    0    1  ~~~~    3 -   7 =  -4   <*>     3 -   7 =  -4
 0011   | 1000    | 1011    1    1  ~~~~    3 -  -8 =  11   <*>     3 -   8 =  -5
 0011   | 1001    | 1010    1    1  ~~~~    3 -  -7 =  10   <*>     3 -   9 =  -6
 0011   | 1010    | 1001    1    1  ~~~~    3 -  -6 =   9   <*>     3 -  10 =  -7
 0011   | 1011    | 1000    1    1  ~~~~    3 -  -5 =   8   <*>     3 -  11 =  -8
 0011   | 1100    | 0111    0    1  ~~~~    3 -  -4 =   7   <*>     3 -  12 =  -9
 0011   | 1101    | 0110    0    1  ~~~~    3 -  -3 =   6   <*>     3 -  13 = -10
 0011   | 1110    | 0101    0    1  ~~~~    3 -  -2 =   5   <*>     3 -  14 = -11
 0011   | 1111    | 0100    0    1  ~~~~    3 -  -1 =   4   <*>     3 -  15 = -12
-----------------------------------
 0100   | 0000    | 0100    0    0  ~~~~    4 -   0 =   4   <*>     4 -   0 =   4
 0100   | 0001    | 0011    0    0  ~~~~    4 -   1 =   3   <*>     4 -   1 =   3
 0100   | 0010    | 0010    0    0  ~~~~    4 -   2 =   2   <*>     4 -   2 =   2
 0100   | 0011    | 0001    0    0  ~~~~    4 -   3 =   1   <*>     4 -   3 =   1
 0100   | 0100    | 0000    0    0  ~~~~    4 -   4 =   0   <*>     4 -   4 =   0
 0100   | 0101    | 1111    0    1  ~~~~    4 -   5 =  -1   <*>     4 -   5 =  -1
 0100   | 0110    | 1110    0    1  ~~~~    4 -   6 =  -2   <*>     4 -   6 =  -2
 0100   | 0111    | 1101    0    1  ~~~~    4 -   7 =  -3   <*>     4 -   7 =  -3
 0100   | 1000    | 1100    1    1  ~~~~    4 -  -8 =  12   <*>     4 -   8 =  -4
 0100   | 1001    | 1011    1    1  ~~~~    4 -  -7 =  11   <*>     4 -   9 =  -5
 0100   | 1010    | 1010    1    1  ~~~~    4 -  -6 =  10   <*>     4 -  10 =  -6
 0100   | 1011    | 1001    1    1  ~~~~    4 -  -5 =   9   <*>     4 -  11 =  -7
 0100   | 1100    | 1000    1    1  ~~~~    4 -  -4 =   8   <*>     4 -  12 =  -8
 0100   | 1101    | 0111    0    1  ~~~~    4 -  -3 =   7   <*>     4 -  13 =  -9
 0100   | 1110    | 0110    0    1  ~~~~    4 -  -2 =   6   <*>     4 -  14 = -10
 0100   | 1111    | 0101    0    1  ~~~~    4 -  -1 =   5   <*>     4 -  15 = -11
-----------------------------------
 0101   | 0000    | 0101    0    0  ~~~~    5 -   0 =   5   <*>     5 -   0 =   5
 0101   | 0001    | 0100    0    0  ~~~~    5 -   1 =   4   <*>     5 -   1 =   4
 0101   | 0010    | 0011    0    0  ~~~~    5 -   2 =   3   <*>     5 -   2 =   3
 0101   | 0011    | 0010    0    0  ~~~~    5 -   3 =   2   <*>     5 -   3 =   2
 0101   | 0100    | 0001    0    0  ~~~~    5 -   4 =   1   <*>     5 -   4 =   1
 0101   | 0101    | 0000    0    0  ~~~~    5 -   5 =   0   <*>     5 -   5 =   0
 0101   | 0110    | 1111    0    1  ~~~~    5 -   6 =  -1   <*>     5 -   6 =  -1
 0101   | 0111    | 1110    0    1  ~~~~    5 -   7 =  -2   <*>     5 -   7 =  -2
 0101   | 1000    | 1101    1    1  ~~~~    5 -  -8 =  13   <*>     5 -   8 =  -3
 0101   | 1001    | 1100    1    1  ~~~~    5 -  -7 =  12   <*>     5 -   9 =  -4
 0101   | 1010    | 1011    1    1  ~~~~    5 -  -6 =  11   <*>     5 -  10 =  -5
 0101   | 1011    | 1010    1    1  ~~~~    5 -  -5 =  10   <*>     5 -  11 =  -6
 0101   | 1100    | 1001    1    1  ~~~~    5 -  -4 =   9   <*>     5 -  12 =  -7
 0101   | 1101    | 1000    1    1  ~~~~    5 -  -3 =   8   <*>     5 -  13 =  -8
 0101   | 1110    | 0111    0    1  ~~~~    5 -  -2 =   7   <*>     5 -  14 =  -9
 0101   | 1111    | 0110    0    1  ~~~~    5 -  -1 =   6   <*>     5 -  15 = -10
-----------------------------------
 0110   | 0000    | 0110    0    0  ~~~~    6 -   0 =   6   <*>     6 -   0 =   6
 0110   | 0001    | 0101    0    0  ~~~~    6 -   1 =   5   <*>     6 -   1 =   5
 0110   | 0010    | 0100    0    0  ~~~~    6 -   2 =   4   <*>     6 -   2 =   4
 0110   | 0011    | 0011    0    0  ~~~~    6 -   3 =   3   <*>     6 -   3 =   3
 0110   | 0100    | 0010    0    0  ~~~~    6 -   4 =   2   <*>     6 -   4 =   2
 0110   | 0101    | 0001    0    0  ~~~~    6 -   5 =   1   <*>     6 -   5 =   1
 0110   | 0110    | 0000    0    0  ~~~~    6 -   6 =   0   <*>     6 -   6 =   0
 0110   | 0111    | 1111    0    1  ~~~~    6 -   7 =  -1   <*>     6 -   7 =  -1
 0110   | 1000    | 1110    1    1  ~~~~    6 -  -8 =  14   <*>     6 -   8 =  -2
 0110   | 1001    | 1101    1    1  ~~~~    6 -  -7 =  13   <*>     6 -   9 =  -3
 0110   | 1010    | 1100    1    1  ~~~~    6 -  -6 =  12   <*>     6 -  10 =  -4
 0110   | 1011    | 1011    1    1  ~~~~    6 -  -5 =  11   <*>     6 -  11 =  -5
 0110   | 1100    | 1010    1    1  ~~~~    6 -  -4 =  10   <*>     6 -  12 =  -6
 0110   | 1101    | 1001    1    1  ~~~~    6 -  -3 =   9   <*>     6 -  13 =  -7
 0110   | 1110    | 1000    1    1  ~~~~    6 -  -2 =   8   <*>     6 -  14 =  -8
 0110   | 1111    | 0111    0    1  ~~~~    6 -  -1 =   7   <*>     6 -  15 =  -9
-----------------------------------
 0111   | 0000    | 0111    0    0  ~~~~    7 -   0 =   7   <*>     7 -   0 =   7
 0111   | 0001    | 0110    0    0  ~~~~    7 -   1 =   6   <*>     7 -   1 =   6
 0111   | 0010    | 0101    0    0  ~~~~    7 -   2 =   5   <*>     7 -   2 =   5
 0111   | 0011    | 0100    0    0  ~~~~    7 -   3 =   4   <*>     7 -   3 =   4
 0111   | 0100    | 0011    0    0  ~~~~    7 -   4 =   3   <*>     7 -   4 =   3
 0111   | 0101    | 0010    0    0  ~~~~    7 -   5 =   2   <*>     7 -   5 =   2
 0111   | 0110    | 0001    0    0  ~~~~    7 -   6 =   1   <*>     7 -   6 =   1
 0111   | 0111    | 0000    0    0  ~~~~    7 -   7 =   0   <*>     7 -   7 =   0
 0111   | 1000    | 1111    1    1  ~~~~    7 -  -8 =  15   <*>     7 -   8 =  -1
 0111   | 1001    | 1110    1    1  ~~~~    7 -  -7 =  14   <*>     7 -   9 =  -2
 0111   | 1010    | 1101    1    1  ~~~~    7 -  -6 =  13   <*>     7 -  10 =  -3
 0111   | 1011    | 1100    1    1  ~~~~    7 -  -5 =  12   <*>     7 -  11 =  -4
 0111   | 1100    | 1011    1    1  ~~~~    7 -  -4 =  11   <*>     7 -  12 =  -5
 0111   | 1101    | 1010    1    1  ~~~~    7 -  -3 =  10   <*>     7 -  13 =  -6
 0111   | 1110    | 1001    1    1  ~~~~    7 -  -2 =   9   <*>     7 -  14 =  -7
 0111   | 1111    | 1000    1    1  ~~~~    7 -  -1 =   8   <*>     7 -  15 =  -8
-----------------------------------
 1000   | 0000    | 1000    0    0  ~~~~   -8 -   0 =  -8   <*>     8 -   0 =   8
 1000   | 0001    | 0111    1    0  ~~~~   -8 -   1 =  -9   <*>     8 -   1 =   7
 1000   | 0010    | 0110    1    0  ~~~~   -8 -   2 = -10   <*>     8 -   2 =   6
 1000   | 0011    | 0101    1    0  ~~~~   -8 -   3 = -11   <*>     8 -   3 =   5
 1000   | 0100    | 0100    1    0  ~~~~   -8 -   4 = -12   <*>     8 -   4 =   4
 1000   | 0101    | 0011    1    0  ~~~~   -8 -   5 = -13   <*>     8 -   5 =   3
 1000   | 0110    | 0010    1    0  ~~~~   -8 -   6 = -14   <*>     8 -   6 =   2
 1000   | 0111    | 0001    1    0  ~~~~   -8 -   7 = -15   <*>     8 -   7 =   1
 1000   | 1000    | 0000    0    0  ~~~~   -8 -  -8 =   0   <*>     8 -   8 =   0
 1000   | 1001    | 1111    0    1  ~~~~   -8 -  -7 =  -1   <*>     8 -   9 =  -1
 1000   | 1010    | 1110    0    1  ~~~~   -8 -  -6 =  -2   <*>     8 -  10 =  -2
 1000   | 1011    | 1101    0    1  ~~~~   -8 -  -5 =  -3   <*>     8 -  11 =  -3
 1000   | 1100    | 1100    0    1  ~~~~   -8 -  -4 =  -4   <*>     8 -  12 =  -4
 1000   | 1101    | 1011    0    1  ~~~~   -8 -  -3 =  -5   <*>     8 -  13 =  -5
 1000   | 1110    | 1010    0    1  ~~~~   -8 -  -2 =  -6   <*>     8 -  14 =  -6
 1000   | 1111    | 1001    0    1  ~~~~   -8 -  -1 =  -7   <*>     8 -  15 =  -7
-----------------------------------
 1001   | 0000    | 1001    0    0  ~~~~   -7 -   0 =  -7   <*>     9 -   0 =   9
 1001   | 0001    | 1000    0    0  ~~~~   -7 -   1 =  -8   <*>     9 -   1 =   8
 1001   | 0010    | 0111    1    0  ~~~~   -7 -   2 =  -9   <*>     9 -   2 =   7
 1001   | 0011    | 0110    1    0  ~~~~   -7 -   3 = -10   <*>     9 -   3 =   6
 1001   | 0100    | 0101    1    0  ~~~~   -7 -   4 = -11   <*>     9 -   4 =   5
 1001   | 0101    | 0100    1    0  ~~~~   -7 -   5 = -12   <*>     9 -   5 =   4
 1001   | 0110    | 0011    1    0  ~~~~   -7 -   6 = -13   <*>     9 -   6 =   3
 1001   | 0111    | 0010    1    0  ~~~~   -7 -   7 = -14   <*>     9 -   7 =   2
 1001   | 1000    | 0001    0    0  ~~~~   -7 -  -8 =   1   <*>     9 -   8 =   1
 1001   | 1001    | 0000    0    0  ~~~~   -7 -  -7 =   0   <*>     9 -   9 =   0
 1001   | 1010    | 1111    0    1  ~~~~   -7 -  -6 =  -1   <*>     9 -  10 =  -1
 1001   | 1011    | 1110    0    1  ~~~~   -7 -  -5 =  -2   <*>     9 -  11 =  -2
 1001   | 1100    | 1101    0    1  ~~~~   -7 -  -4 =  -3   <*>     9 -  12 =  -3
